shipment_id,donor_hospital,donor_lat,donor_lng,organ_type,export_time,recipient_hospital,recipient_lat,recipient_lng,transport_type
317,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-12 11:14:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
318,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-13 08:10:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
319,Singapore General Hospital (Singapore),1.278,103.834,Lung,2026-02-14 01:23:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
320,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 15:55:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
321,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-13 20:01:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
322,Singapore General Hospital (Singapore),1.278,103.834,Heart,2026-02-14 11:11:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
323,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-14 04:39:46,Singapore General Hospital (Singapore),1.278,103.834,flight
324,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Kidney,2026-02-13 16:47:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
325,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-13 15:00:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
326,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 13:03:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
327,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-12 14:37:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
328,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-13 04:34:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,helicopter
329,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-13 21:39:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
330,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-13 21:55:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
331,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Heart,2026-02-13 10:07:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
332,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Heart,2026-02-14 07:09:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
333,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 15:52:46,Singapore General Hospital (Singapore),1.278,103.834,flight
334,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-14 09:33:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
335,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-13 08:42:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
336,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 02:56:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
337,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Kidney,2026-02-14 05:21:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
338,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Lung,2026-02-13 01:40:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
339,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-13 15:21:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
340,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Kidney,2026-02-13 04:34:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
341,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-12 17:44:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,ambulance
342,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Liver,2026-02-12 22:12:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
343,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 17:12:46,Singapore General Hospital (Singapore),1.278,103.834,flight
344,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 20:32:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
345,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-12 18:44:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
346,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-14 03:36:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
347,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-12 12:06:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
348,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Liver,2026-02-12 20:39:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
349,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-14 04:46:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
350,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 20:26:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
351,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-14 02:47:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
352,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 20:30:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
353,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 13:15:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
354,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-14 03:56:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,helicopter
355,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-12 16:53:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
356,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-12 22:09:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
357,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-13 22:43:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
358,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-13 10:01:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
359,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-13 00:39:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
360,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-13 07:15:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
361,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Heart,2026-02-13 12:41:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
362,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-14 01:11:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
363,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-12 18:23:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,helicopter
364,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 13:54:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
365,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-13 06:56:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
366,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 19:30:46,Singapore General Hospital (Singapore),1.278,103.834,flight
367,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 21:22:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
368,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-12 15:57:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,helicopter
369,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-12 22:04:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
370,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-12 23:50:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
371,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-14 01:31:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
372,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 11:04:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
373,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-14 07:20:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
374,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Lung,2026-02-13 00:51:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
375,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 03:45:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,ambulance
376,"West China Hospital (Chengdu, China)",30.65,104.0656,Kidney,2026-02-13 10:52:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
377,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Liver,2026-02-13 20:38:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,ambulance
378,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Kidney,2026-02-14 04:02:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
379,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Heart,2026-02-13 03:38:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
380,Singapore General Hospital (Singapore),1.278,103.834,Heart,2026-02-13 08:10:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
381,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-12 19:13:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
382,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-14 02:56:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
383,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-13 12:49:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
384,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-14 02:39:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
385,"West China Hospital (Chengdu, China)",30.65,104.0656,Kidney,2026-02-14 00:58:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
386,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 00:43:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
387,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-12 14:10:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,ambulance
388,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-12 15:58:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
389,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-13 18:33:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
390,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-14 01:06:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
391,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-12 14:42:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
392,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 16:01:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
393,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Lung,2026-02-13 17:23:46,Singapore General Hospital (Singapore),1.278,103.834,flight
394,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-14 08:54:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
395,Singapore General Hospital (Singapore),1.278,103.834,Liver,2026-02-13 03:12:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,helicopter
396,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Liver,2026-02-13 08:07:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
397,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 12:27:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
398,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 21:08:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
399,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-12 19:43:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
400,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-14 06:24:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
401,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-12 19:51:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
402,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-14 02:22:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,flight
403,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 23:38:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,helicopter
404,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-13 10:33:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
405,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-14 10:39:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
406,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-13 06:03:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,flight
407,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-13 20:48:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,ambulance
408,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,Kidney,2026-02-13 01:45:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
409,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Heart,2026-02-12 23:04:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
410,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-12 12:12:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,flight
411,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-12 10:40:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
412,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-12 19:18:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
413,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,Kidney,2026-02-13 05:23:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
414,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-14 02:26:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
415,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-13 02:07:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,ambulance
416,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-12 15:26:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
417,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-12 19:40:46,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,helicopter
418,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-14 09:01:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
419,Singapore General Hospital (Singapore),1.278,103.834,Heart,2026-02-13 16:29:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
420,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 21:11:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,flight
421,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Lung,2026-02-13 17:51:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
422,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-14 05:10:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,ambulance
423,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-14 09:16:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
424,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Heart,2026-02-12 12:18:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,helicopter
425,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Liver,2026-02-13 11:07:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
426,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-14 06:56:46,"West China Hospital (Chengdu, China)",30.65,104.0656,flight
427,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-14 00:22:46,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,flight
428,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Lung,2026-02-13 12:12:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
429,Singapore General Hospital (Singapore),1.278,103.834,Kidney,2026-02-13 18:18:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
430,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-14 00:14:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
431,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-13 05:49:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
432,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-14 01:03:46,"The Nairobi Hospital (Nairobi, Kenya)",-1.2961,36.8047,flight
433,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Liver,2026-02-14 08:40:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
434,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Liver,2026-02-14 06:31:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,ambulance
435,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Heart,2026-02-12 17:13:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
436,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-13 03:53:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
437,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Liver,2026-02-14 01:56:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
438,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-13 09:33:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
439,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-14 04:39:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,flight
440,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-12 12:58:46,"West China Hospital (Chengdu, China)",30.65,104.0656,ambulance
441,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-14 04:05:46,"West China Hospital (Chengdu, China)",30.65,104.0656,helicopter
442,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Liver,2026-02-13 21:34:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,flight
443,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Heart,2026-02-14 09:39:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
444,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-13 05:07:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
445,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Liver,2026-02-13 14:38:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
446,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-13 13:39:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
447,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-13 18:04:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
448,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-12 22:44:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
449,"West China Hospital (Chengdu, China)",30.65,104.0656,Kidney,2026-02-12 16:23:46,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,flight
450,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 15:08:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
451,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Liver,2026-02-13 12:38:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,helicopter
452,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-13 13:16:46,Singapore General Hospital (Singapore),1.278,103.834,ambulance
453,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Liver,2026-02-13 20:22:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,helicopter
454,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Lung,2026-02-13 07:14:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
455,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-12 21:25:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
456,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Kidney,2026-02-14 10:36:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,flight
457,"West China Hospital (Chengdu, China)",30.65,104.0656,Lung,2026-02-14 07:39:46,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,flight
458,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,Liver,2026-02-13 22:55:46,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,ambulance
459,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Liver,2026-02-12 11:00:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
460,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,Kidney,2026-02-13 12:23:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,ambulance
461,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Lung,2026-02-14 00:08:46,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,helicopter
462,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,Kidney,2026-02-13 18:57:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,helicopter
463,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Kidney,2026-02-13 08:26:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
464,"Xijing Hospital (Xi’an, China)",34.3416,108.9398,Liver,2026-02-13 06:24:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
465,"West China Hospital (Chengdu, China)",30.65,104.0656,Liver,2026-02-13 08:06:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,ambulance
466,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Liver,2026-02-13 15:10:46,Pakistan Kidney & Liver Institute (Lahore),31.4504,74.2938,flight
467,"Cedars‑Sinai Transplant Center (LA, USA)",34.0753,-118.3802,Lung,2026-02-14 01:12:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,flight
468,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,Kidney,2026-02-13 16:54:46,"NYU Langone Transplant Institute (NYC, USA)",40.742,-73.9749,helicopter
469,"Gambat Liver Transplant Center (Sindh, Pakistan)",27.7247,68.815,Kidney,2026-02-14 07:53:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,ambulance
470,"Sheba Medical Center (Tel Aviv, Israel)",32.0114,34.8548,Kidney,2026-02-14 02:33:46,Singapore General Hospital (Singapore),1.278,103.834,helicopter
471,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Heart,2026-02-12 15:53:46,"Cleveland Clinic (Ohio, USA)",41.5036,-81.6208,flight
472,"Royal Papworth Hospital (Cambridge, UK)",52.2053,0.1188,Lung,2026-02-13 06:21:46,"Penn Medicine Transplant Institute (Philadelphia, USA)",39.9526,-75.1932,ambulance
473,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Heart,2026-02-13 18:25:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
474,"King Faisal Specialist Hospital (Riyadh, KSA)",24.7136,46.6753,Heart,2026-02-12 13:44:46,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,helicopter
475,"UCSF Health Transplant Program (SF, USA)",37.7631,-122.4586,Lung,2026-02-13 04:23:46,"Mayo Clinic (Rochester, USA)",44.0216,-92.4699,ambulance
